,Unnamed: 0.1,Unnamed: 0,x,y,z
2532,2532,37984,-4.850939,3.6074874,2.0064125
2533,2533,37985,-4.8066998,3.6205957,1.9973981
2534,2534,37986,-4.7700386,3.639064,1.991492
2535,2535,37987,-4.7498755,3.670008,1.9924246
2536,2536,37988,-4.7355,3.7055285,1.9958439
2537,2537,37989,-4.755872,3.7687628,2.0138726
2538,2538,37990,-4.7408104,3.8044188,2.017292
2539,2539,37991,-4.7277026,3.8418303,2.0216439
2540,2540,37992,-4.723853,3.887077,2.0300364
2541,2541,37993,-4.705754,3.9208574,2.0325234
2542,2542,37994,-4.7048497,3.9692752,2.0424702
2543,2543,37995,-4.712921,4.025856,2.0564582
2544,2544,37996,-4.675193,4.0435038,2.050863
2545,2545,37997,-4.6931896,4.1096926,2.0695136
2546,2546,37998,-4.6700177,4.140304,2.070446
2547,2547,37999,-4.6848345,4.205078,2.088164
2548,2548,38000,-4.6800427,4.252926,2.0974894
2549,2549,38001,-4.6657476,4.2925043,2.1027737
2550,2550,38002,-4.669918,4.3495617,2.1164508
2551,2551,38003,-4.654204,4.388569,2.1214242
2552,2552,38004,-4.6588073,4.44724,2.1357229
2553,2553,38005,-4.6601315,4.503489,2.1487782
2554,2554,38006,-4.6752043,4.5738816,2.1683614
2555,2555,38007,-4.674058,4.629241,2.180795
2556,2556,38009,-4.690925,4.7614202,2.2152987
2557,2557,38010,-4.7073503,4.8371224,2.2367468
2558,2558,38011,-4.71907,4.909092,2.2563298
2559,2559,38012,-4.686897,4.935887,2.2553973
2560,2560,38013,-4.646771,4.9541516,2.2507346
2561,2561,38014,-4.6298475,4.997215,2.2572622
2562,2562,38015,-4.7286873,5.167191,2.3200524
2818,2818,39010,-5.828184,3.5945323,2.1768944
2819,2819,39011,-5.7331944,3.5847118,2.1499658
2820,2820,39012,-5.6562805,3.5850973,2.1296196
2821,2821,39013,-5.594032,3.5939562,2.1146593
2822,2822,39014,-5.531889,3.602187,2.0996988
2823,2823,39015,-5.4467587,3.5945544,2.0760615
2824,2824,39016,-5.364312,3.5876052,2.0533216
2825,2825,39017,-5.3058586,3.5958357,2.0395582
2826,2826,39018,-5.2325597,3.593225,2.0201097
2827,2827,39019,-5.164195,3.5931206,2.0024564
2828,2828,39020,-5.10227,3.5967102,1.9871969
2829,2829,39021,-5.0358377,3.59635,1.970142
2830,2830,39022,-4.9742427,3.598666,1.9548825
2831,2831,39023,-4.9143496,3.6014903,1.9402213
2832,2832,39024,-4.8477144,3.598599,1.9228673
2833,2833,39025,-4.812575,3.6185308,1.9177808
2834,2834,39026,-4.778893,3.639323,1.9132926
2835,2835,39027,-4.7587395,3.6703248,1.9141903
2836,2836,39028,-4.742898,3.7047398,1.9168831
2837,2837,39029,-4.7455254,3.7538936,1.9270562
2838,2838,39030,-4.725382,3.7853265,1.928253
2839,2839,39031,-4.703549,3.8154516,1.9288515
2840,2840,39032,-4.7279844,3.8835971,1.9482999
2841,2841,39033,-4.7312145,3.9351046,1.9593706
2842,2842,39034,-4.7084403,3.9652896,1.959969
2843,2843,39035,-4.69564,4.004009,1.9647564
2844,2844,39036,-4.6832643,4.0433435,1.9698428
2845,2845,39037,-4.6777673,4.0889544,1.9779215
2846,2846,39038,-4.6747446,4.137179,1.9871969
2847,2847,39039,-4.6862326,4.198888,2.0027556
2848,2848,39040,-4.666742,4.233331,2.0054486
2849,2849,39041,-4.6638756,4.28318,2.0153224
2850,2850,39042,-4.654281,4.3273063,2.0225034
2851,2851,39043,-4.65127,4.378014,2.0326765
2852,2852,39044,-4.648502,4.429505,2.0431488
2853,2853,39045,-4.6459627,4.481788,2.05392
2854,2854,39046,-4.6525154,4.543537,2.0688806
2855,2855,39047,-4.6747727,4.6216316,2.0910218
2856,2856,39050,-4.7201595,4.841464,2.1499658
2857,2857,39051,-4.720817,4.9019446,2.1637292
2858,2858,39052,-4.69986,4.9404955,2.1679182
2859,2859,39053,-4.653772,4.9525547,2.160737
2860,2860,39054,-4.620699,4.9782195,2.1595402
2861,2861,39055,-4.6294093,5.0493736,2.1777918
3123,3123,40046,-6.161555,3.5910017,2.1670346
3124,3124,40047,-6.042889,3.5717673,2.1334527
3125,3125,40048,-5.984695,3.5871303,2.1208236
3126,3126,40049,-5.9134393,3.593962,2.103602
3127,3127,40050,-5.8325367,3.5940306,2.082936
3128,3128,40051,-5.7347913,3.582595,2.0562427
3129,3129,40052,-5.647124,3.5762415,2.0329936
3130,3130,40053,-5.574269,3.578254,2.014911
3131,3131,40054,-5.4903574,3.5722017,1.9928099
3132,3132,40055,-5.427534,3.5789537,1.9781715
3133,3133,40056,-5.3728037,3.5903876,1.9664035
3134,3134,40057,-5.308616,3.594846,1.9511911
3135,3135,40058,-5.2453685,3.5991945,1.9362657
3136,3136,40059,-5.173613,3.5968938,1.9181831
3137,3137,40060,-5.1154046,3.6032186,1.9049798
3138,3138,40061,-5.043273,3.5989585,1.8866102
3139,3139,40062,-4.991582,3.6085289,1.8757032
3140,3140,40063,-4.9082623,3.5944169,1.853028
3141,3141,40064,-4.8668714,3.610211,1.8458525
3142,3142,40065,-4.8224077,3.6233332,1.8375287
3143,3143,40066,-4.789407,3.6447403,1.8335103
3144,3144,40067,-4.7631574,3.6711376,1.8320752
3145,3145,40068,-4.742053,3.7014725,1.8326492
3146,3146,40069,-4.750831,3.755428,1.8447044
3147,3147,40070,-4.728447,3.7851062,1.8449913
3148,3148,40071,-4.734915,3.838157,1.8564724
3149,3149,40072,-4.71572,3.8707814,1.8581946
3150,3150,40073,-4.706622,3.9118798,1.8639351
3151,3151,40074,-4.700864,3.9560935,1.8711108
3152,3152,40075,-4.6991167,4.0041084,1.8800086
3153,3153,40076,-4.690425,4.0466223,1.8863231
3154,3154,40077,-4.672725,4.081623,1.8891934
3155,3155,40078,-4.681338,4.1400223,1.9026836
3156,3156,40079,-4.6729846,4.183993,1.9095722
3157,3157,40080,-4.686992,4.2485895,1.9256457
3158,3158,40081,-4.6678967,4.283741,1.928516
3159,3159,40082,-4.653462,4.3233786,1.9333954
3160,3160,40083,-4.65617,4.3793964,1.9454505
3161,3161,40084,-4.6555886,4.4329686,1.9563575
3162,3162,40085,-4.6517634,4.4840403,1.9661164
3163,3163,40086,-4.655032,4.5425854,1.9790326
3164,3164,40087,-4.6666207,4.610085,1.9956801
3165,3165,40088,-4.689754,4.6900816,2.0174942
3166,3166,40089,-4.683116,4.741246,2.0269659
3167,3167,40090,-4.71418,4.831563,2.0527983
3168,3168,40091,-4.7183685,4.8955536,2.0674367
3169,3169,40092,-4.698816,4.9355073,2.072029
3170,3170,40093,-4.6553106,4.950297,2.0662885
3171,3171,40094,-4.629415,4.9836783,2.0682976
3172,3172,40095,-4.615598,5.0303316,2.0757604
3440,3440,41016,-7.7196493,4.132524,2.5330577
3441,3441,41017,-7.877441,4.2794957,2.592689
3442,3442,41018,-6.4510593,3.5552213,2.1356993
3443,3443,41019,-6.3804636,3.567495,2.119761
3444,3444,41020,-6.3041086,3.5757134,2.1018991
3445,3445,41021,-6.2212305,3.5792906,2.0818388
3446,3446,41022,-6.120284,3.5713153,2.055733
3447,3447,41023,-6.03208,3.56959,2.033749
3448,3448,41024,-5.9424825,3.5659277,2.0112157
3449,3449,41025,-5.86137,3.5663044,1.99143
3450,3450,41026,-5.7878413,3.570369,1.9741178
3451,3451,41027,-5.700632,3.5649915,1.9521339
3452,3452,41028,-5.6299443,3.5689857,1.935646
3453,3453,41029,-5.5610414,3.5732882,1.9197077
3454,3454,41030,-5.4955206,3.5789814,1.9048686
3455,3455,41031,-5.4213176,3.5781748,1.8870068
3456,3456,41032,-5.354523,3.581409,1.871618
3457,3457,41033,-5.273575,3.5742404,1.851283
3458,3458,41034,-5.211139,3.5787454,1.8372682
3459,3459,41035,-5.1527934,3.5853684,1.8246275
3460,3460,41036,-5.099277,3.5947378,1.8136356
3461,3461,41037,-5.0388017,3.5985527,1.8001704
3462,3462,41038,-4.961343,3.5893517,1.7806597
3463,3463,41039,-4.9113197,3.5992472,1.770767
3464,3464,41040,-4.861363,3.608665,1.7608743
3465,3465,41041,-4.8229985,3.6262808,1.7551035
3466,3466,41042,-4.759371,3.624322,1.7402644
3467,3467,41043,-4.730194,3.6481674,1.7377912
3468,3468,41044,-4.7077203,3.6771226,1.7377912
3469,3469,41045,-4.691099,3.7107155,1.7399895
3470,3470,41046,-4.723744,3.7839496,1.7603246
3471,3471,41053,-4.6929293,4.1023445,1.8119867
3472,3472,41054,-4.624493,4.0928006,1.7954988
3473,3473,41055,-4.628636,4.1474247,1.8067656
3474,3474,41056,-4.651498,4.2197084,1.8254519
3475,3475,41057,-4.6248107,4.247519,1.8251771
3476,3476,41058,-4.615551,4.2915406,1.8317722
3477,3477,41059,-4.5968285,4.3270345,1.834795
3478,3478,41060,-4.5994086,4.383036,1.8463365
3479,3479,41061,-4.593175,4.4312153,1.8545805
3480,3480,41062,-4.609895,4.5023384,1.8721676
3481,3481,41063,-4.6054153,4.553539,1.8815107
3482,3482,41064,-4.6351156,4.6395645,1.9048686
3483,3483,41065,-4.6342335,4.695994,1.9161353
3484,3484,41066,-4.6281376,4.747763,1.9254785
3485,3485,41067,-4.6535716,4.8328986,1.948012
3486,3486,41068,-4.654955,4.8941245,1.9609275
3487,3487,41069,-4.637996,4.9366174,1.9664234
3488,3488,41070,-4.6291885,4.988253,1.9754918
3489,3489,41071,-4.654333,5.077551,1.9991244
3761,3761,42055,-6.7609034,3.5647452,2.121706
3762,3762,42056,-6.6462135,3.5565405,2.092944
3763,3763,42057,-6.583583,3.5751522,2.080278
3764,3764,42058,-6.4846535,3.573107,2.0562656
3765,3765,42059,-6.3918924,3.5732799,2.0341
3766,3766,42060,-6.2909865,3.5676906,2.0092962
3767,3767,42061,-6.1995893,3.5662916,1.9873946
3768,3768,42062,-6.117612,3.5692554,1.9683957
3769,3769,42063,-6.0184026,3.5610304,1.9438555
3770,3770,42064,-5.933587,3.5601635,1.9238012
3771,3771,42065,-5.8457155,3.5563853,1.9026914
3772,3772,42066,-5.77207,3.5602753,1.8860674
3773,3773,42067,-5.696964,3.5623736,1.8689156
3774,3774,42068,-5.6367135,3.5729837,1.8565136
3775,3775,42069,-5.5538297,3.5683858,1.8367231
3776,3776,42070,-5.4817233,3.5697517,1.8203629
3777,3777,42071,-5.413031,3.572494,1.8050584
3778,3778,42072,-5.346918,3.5761383,1.7905453
3779,3779,42073,-5.290546,3.5856028,1.7791988
3780,3780,42074,-5.22313,3.5868638,1.764158
3781,3781,42075,-5.1582747,3.5890872,1.7499089
3782,3782,42076,-5.103049,3.5973217,1.7388262
3783,3783,42077,-5.045563,3.6033323,1.726952
3784,3784,42078,-4.985072,3.6065116,1.7140222
3785,3785,42079,-4.930178,3.6130776,1.7029395
3786,3786,42080,-4.9373417,3.6651142,1.7129667
3787,3787,42081,-4.822262,3.62576,1.6813018
3788,3788,42082,-4.7561903,3.621961,1.6662611
3789,3789,42083,-4.736168,3.6528442,1.6670527
3790,3790,42084,-4.7136655,3.6818361,1.6670527
3791,3791,42085,-4.6977925,3.7160764,1.6694276
3792,3792,42086,-4.7426434,3.7991202,1.6931762
3794,3794,42093,-4.7356043,4.139585,1.7514921
3795,3795,42094,-4.6458426,4.1116567,1.7280074
3796,3796,42095,-4.652128,4.168414,1.7396178
3797,3797,42096,-4.672177,4.238367,1.7565057
3798,3798,42097,-4.63827,4.2597766,1.7536031
3799,3799,42098,-4.6297016,4.3045797,1.7601999
3800,3800,42099,-4.616544,4.34547,1.7652135
3801,3801,42100,-4.6079454,4.3910193,1.7720742
3802,3802,42101,-4.6079836,4.445334,1.7823652
3803,3803,42102,-4.599249,4.491724,1.7894899
3804,3804,42103,-4.6285205,4.5761585,1.8113912
3805,3805,42104,-4.707366,4.7116237,1.8528193
3806,3806,42105,-4.6736255,4.7356124,1.8509723
3807,3807,42106,-4.5872607,4.7054815,1.8285431
3808,3808,42107,-4.6706805,4.850287,1.8728737
3809,3809,42108,-4.662765,4.9019217,1.8815815
3810,3810,42109,-4.651089,4.9501257,1.88897
3811,3811,42110,-4.6553974,5.0160484,1.9029553
3812,3812,42111,-4.6421266,5.0637193,1.9100798
4087,4087,43092,-7.0935984,3.5755875,2.1003451
4088,4088,43093,-6.95522,3.5595477,2.066316
4089,4089,43094,-6.872273,3.5704906,2.048419
4090,4090,43095,-6.7766156,3.573782,2.026741
4091,4091,43096,-6.62913,3.5481882,1.9896867
4092,4092,43097,-6.5460014,3.555552,1.9715377
4093,4093,43098,-6.453711,3.556894,1.950616
4094,4094,43099,-6.369256,3.5614882,1.9319628
4095,4095,43100,-6.270679,3.5570667,1.9090246
4096,4096,43101,-6.1942096,3.5641153,1.89264
4097,4097,43102,-6.1036816,3.5620713,1.8719703
4098,4098,43103,-6.01508,3.5600376,1.8518047
4099,4099,43104,-5.940843,3.5655153,1.8359244
4100,4100,43105,-5.853539,3.5621707,1.816011
4101,4101,43106,-5.781328,3.5670338,1.8006347
4102,4102,43107,-5.707639,3.57012,1.7847544
4103,4103,43108,-5.6161494,3.5610406,1.7633284
4104,4104,43109,-5.5559273,3.5708504,1.7514812
4105,4105,43110,-5.4860663,3.5737197,1.7366091
4106,4106,43111,-5.4309196,3.5854611,1.7262743
4107,4107,43112,-5.3508997,3.5799851,1.7081252
4108,4108,43113,-5.2815685,3.5807207,1.6932532
4109,4109,43114,-5.218015,3.5845761,1.6801455
4110,4110,43115,-5.1554093,3.58834,1.66729
4111,4111,43116,-5.0969105,3.5942593,1.6556948
4112,4112,43117,-5.0322337,3.5950978,1.642083
4113,4113,43118,-4.975581,3.600951,1.630992
4114,4114,43119,-4.930756,3.614825,1.623682
4115,4115,43120,-4.9294634,3.6605842,1.6304879
4116,4116,43121,-4.846577,3.645403,1.6108265
4117,4117,43122,-4.7617555,3.6275852,1.5904089
4118,4118,43123,-4.73481,3.6531887,1.5888964
4119,4119,43124,-4.716881,3.6857462,1.5904089
4120,4120,43125,-4.7108746,3.7278264,1.5959544
4121,4121,43126,-4.783834,3.833494,1.6279672
4122,4122,43133,-4.7131815,4.1213427,1.6619966
4123,4123,43134,-4.6595416,4.1251736,1.6521659
4124,4124,43135,-4.645674,4.164018,1.656199
4125,4125,43136,-4.654442,4.223653,1.6682982
4126,4126,43137,-4.6220236,4.2462416,1.6660297
4127,4127,43138,-4.627775,4.3041725,1.6773728
4128,4128,43139,-4.6188955,4.3490677,1.6836746
4129,4129,43140,-4.6159434,4.4000235,1.6922449
4130,4130,43141,-4.6160216,4.4544654,1.7020756
4131,4131,43142,-4.614912,4.5083966,1.7116542
4132,4132,43143,-4.6353354,4.5842514,1.7292991
4133,4133,43144,-4.7069845,4.71255,1.7661012
4134,4134,43145,-4.6820593,4.7454753,1.7676136
4135,4135,43146,-4.6278577,4.748478,1.7582871
4136,4136,43147,-4.676504,4.8576384,1.7875271
4137,4137,43148,-4.667287,4.907976,1.7953413
4138,4138,43149,-4.656965,4.957678,1.8029033
4139,4139,43150,-4.64555,5.0067277,1.8102133
4140,4140,43151,-4.669676,5.0950537,1.8313872
4426,4426,44131,-7.1696367,3.5626373,2.0128417
4427,4427,44132,-7.0626893,3.56375,1.9892993
4428,4428,44133,-6.9335337,3.5521894,1.959511
4429,4429,44134,-6.8728433,3.57453,1.9487008
4430,4430,44135,-6.7468815,3.5618517,1.9196332
4431,4431,44136,-6.653006,3.5647104,1.899454
4432,4432,44137,-6.5499682,3.561457,1.8766323
4433,4433,44138,-6.418318,3.541147,1.8456429
4434,4434,44139,-6.3507147,3.5548835,1.8326706
4435,4435,44140,-6.2705207,3.560742,1.8160949
4436,4436,44141,-6.169461,3.5536501,1.7935134
4437,4437,44142,-6.07208,3.5474107,1.7718929
4438,4438,44143,-6.010935,3.561368,1.7606022
4439,4439,44144,-5.9332004,3.5647204,1.744507
4440,4440,44145,-5.8448725,3.5606952,1.7252886
4441,4441,44146,-5.7725177,3.5654044,1.7106347
4442,4442,44147,-5.679751,3.556494,1.6899751
4443,4443,44148,-5.6086297,3.5600939,1.6755614
4444,4444,44149,-5.5540137,3.5734508,1.6659523
4445,4445,44150,-5.480737,3.5740883,1.650818
4446,4446,44151,-5.4109044,3.5761013,1.6366445
4447,4447,44152,-5.348517,3.5822504,1.6246331
4448,4448,44153,-5.279027,3.5828676,1.6104597
4449,4449,44154,-5.2105336,3.5833178,1.5965265
4450,4450,44155,-5.147015,3.5863903,1.5840346
4451,4451,44156,-5.082864,3.58826,1.5713025
4452,4452,44157,-5.0307336,3.5979412,1.5621738
4453,4453,44158,-4.988115,3.613947,1.5559279
4454,4454,44159,-4.943924,3.628418,1.5492015
4455,4455,44160,-4.8701262,3.6204956,1.5333464
4456,4456,44161,-4.845492,3.6485596,1.5326258
4457,4457,44162,-4.753511,3.6252887,1.5110053
4458,4458,44163,-4.7488556,3.6680238,1.5165305
4459,4459,44164,-4.7300844,3.700081,1.5177317
4460,4460,44165,-4.7209954,3.7398753,1.5220557
4461,4461,44168,-4.7541175,3.910556,1.554967
4462,4462,44173,-4.6487336,4.069242,1.5604923
4463,4463,44174,-4.66293,4.1324315,1.5734645
4464,4464,44175,-4.6700177,4.1901164,1.5842748
4465,4465,44176,-4.6399064,4.214779,1.5828334
4466,4466,44177,-4.6411247,4.2681217,1.5919621
4467,4467,44178,-4.6404405,4.320315,1.6006104
4468,4468,44179,-4.6244464,4.3586874,1.6042137
4469,4469,44180,-4.6278315,4.4157767,1.6145436
4470,4470,44181,-4.6118274,4.4548736,1.6183872
4471,4471,44182,-4.6226006,4.5203915,1.6315998
4472,4472,44183,-4.645857,4.5991755,1.6493766
4473,4473,44184,-4.7149715,4.725111,1.683489
4474,4474,44185,-4.696118,4.7643166,1.6870924
4475,4475,44186,-4.6667957,4.7930417,1.6870924
4476,4476,44187,-4.69251,4.878924,1.7067912
4477,4477,44188,-4.6818867,4.9280224,1.7137578
4478,4478,44189,-4.676819,4.98354,1.7228864
4479,4479,44190,-4.6646414,5.0320654,1.7296128
4480,4480,44191,-4.7169833,5.151468,1.7601217
4775,4775,45106,-7.377787,3.5920825,1.9520336
4776,4776,45107,-7.199411,3.5599523,1.91125
4777,4777,45108,-7.071299,3.550701,1.8834535
4778,4778,45109,-6.952248,3.5444407,1.8579352
4779,4779,45110,-6.848241,3.544471,1.8362904
4780,4780,45111,-6.744498,3.5433602,1.8146454
4781,4781,45112,-6.641888,3.54157,1.7932284
4782,4782,45113,-6.548119,3.543294,1.7740897
4783,4783,45114,-6.445195,3.538842,1.7524449
4784,4784,45115,-6.363835,3.54512,1.736496
4785,4785,45116,-6.2724733,3.5447798,1.717813
4786,4786,45117,-6.1881137,3.547331,1.7009528
4787,4787,45118,-6.106486,3.5504515,1.6847761
4788,4788,45119,-6.025055,3.5527053,1.6685992
4789,4789,45120,-5.951347,3.5585964,1.6544732
4790,4790,45121,-5.865311,3.5561383,1.6369294
4791,4791,45122,-5.7969446,3.563478,1.6241703
4792,4792,45123,-5.71219,3.5598044,1.6068543
4793,4793,45124,-5.64745,3.5677192,1.5950066
4794,4794,45125,-5.578731,3.5723467,1.5820197
4795,4795,45126,-5.514252,3.5789192,1.570172
4796,4796,45127,-5.4303885,3.5719817,1.5528561
4797,4797,45128,-5.366256,3.577125,1.5410084
4798,4798,45129,-5.305493,3.5837991,1.530072
4799,4799,45130,-5.244048,3.5893128,1.5189077
4800,4800,45131,-5.175539,3.5892098,1.505693
4801,4801,45132,-5.106434,3.587842,1.4922503
4802,4802,45133,-5.046264,3.5919795,1.481314
4803,4803,45134,-4.986237,3.5955145,1.4703776
4804,4804,45135,-4.936575,3.6059222,1.4624032
4805,4805,45136,-4.884627,3.6141179,1.4537451
4806,4806,45137,-4.870926,3.6504502,1.4562514
4807,4807,45138,-4.760839,3.6136878,1.4305054
4808,4808,45139,-4.7177444,3.6267948,1.4243537
4809,4809,45140,-4.7000093,3.6592662,1.4257207
4810,4810,45141,-4.677468,3.688036,1.4257207
4811,4811,45142,-4.6653976,3.72518,1.4289105
4812,4812,45149,-4.670623,4.0699434,1.4815418
4813,4813,45150,-4.612724,4.0695167,1.4712889
4814,4814,45151,-4.617424,4.1243563,1.4806304
4815,4815,45152,-4.602857,4.162414,1.484048
4816,4816,45153,-4.648288,4.255717,1.5066043
4817,4817,45154,-4.597108,4.260976,1.4986298
4818,4818,45155,-4.5999713,4.3164387,1.5079713
4819,4819,45156,-4.579749,4.3506217,1.5100219
4820,4820,45157,-4.57401,4.398902,1.5168571
4821,4821,45158,-4.574822,4.454072,1.5259708
4822,4822,45159,-4.5744348,4.5087323,1.5348566
4823,4823,45160,-4.5990357,4.589017,1.5521725
4824,4824,45161,-4.6652665,4.7127,1.5836146
4825,4825,45162,-4.6410246,4.746113,1.5852095
4826,4826,45163,-4.591534,4.753478,1.5783743
4827,4827,45164,-4.6361723,4.859098,1.6034367
4828,4828,45165,-4.636971,4.920067,1.6139175
4829,4829,45166,-4.626586,4.969818,1.6207527
4830,4830,45167,-4.606543,5.009587,1.6243981
4831,4831,45168,-4.6254406,5.092565,1.6417141
5133,5133,46146,-7.3583074,3.5910788,1.8473886
5134,5134,46147,-7.1673226,3.552455,1.8056158
5135,5135,46148,-7.059935,3.5533373,1.7844048
5136,5136,46149,-6.964979,3.559259,1.7662238
5137,5137,46150,-6.839891,3.5484097,1.7404674
5138,5138,46151,-6.7376595,3.5479927,1.7203386
5139,5139,46152,-6.6589394,3.558885,1.7060536
5140,5140,46153,-6.541726,3.5479941,1.6820288
5141,5141,46154,-6.471084,3.561227,1.6696917
5142,5142,46155,-6.351945,3.54659,1.6450176
5143,5143,46156,-6.268907,3.5508425,1.629434
5144,5144,46157,-6.186905,3.5546975,1.6140667
5145,5145,46158,-6.1025634,3.556206,1.5980502
5146,5146,46159,-6.0226407,3.559299,1.5831158
5147,5147,46160,-5.9546347,3.568575,1.5712117
5148,5148,46161,-5.8700585,3.567008,1.5549787
5149,5149,46162,-5.8023505,3.5747843,1.5430745
5150,5150,46163,-5.715727,3.569966,1.5261922
5151,5151,46164,-5.642579,3.5725796,1.512773
5152,5152,46165,-5.57126,3.575486,1.4997866
5153,5153,46166,-5.495209,3.574458,1.4855016
5154,5154,46167,-5.433238,3.5817704,1.4748961
5155,5155,46168,-5.367327,3.5857453,1.4632083
5156,5156,46169,-5.298341,3.5868573,1.4506549
5157,5157,46170,-5.2408137,3.594993,1.4411315
5158,5158,46171,-5.180983,3.6008866,1.4309589
5159,5159,46172,-5.1156917,3.6022465,1.4192711
5160,5160,46173,-5.0545535,3.6057777,1.4086655
5161,5161,46174,-4.9951487,3.6098392,1.3984928
5162,5162,46175,-4.94455,3.619654,1.390701
5163,5163,46176,-4.888531,3.6249127,1.3813941
5164,5164,46177,-4.8622947,3.6519074,1.380312
5165,5165,46178,-4.7737594,3.631416,1.3619145
5166,5166,46179,-4.7390156,3.6511028,1.3584515
5167,5167,46180,-4.7172933,3.680713,1.358668
5168,5168,46181,-4.693088,3.7083774,1.3582351
5169,5169,46182,-4.6999693,3.7608995,1.3666762
5170,5170,46189,-4.6414948,4.0530167,1.3982764
5171,5171,46190,-4.6538343,4.1144075,1.4093149
5172,5172,46191,-4.639411,4.1526546,1.4125614
5173,5173,46192,-4.634819,4.20006,1.4188381
5174,5174,46193,-4.710377,4.321502,1.4493562
5175,5175,46194,-4.630132,4.300481,1.4331232
5176,5176,46195,-4.6143246,4.338844,1.4363698
5177,5177,46196,-4.6109457,4.3892937,1.4435123
5178,5178,46197,-4.597984,4.4310555,1.447841
5179,5179,46198,-4.5965595,4.484416,1.4558494
5180,5180,46199,-4.589792,4.533121,1.4623425
5181,5181,46200,-4.6212525,4.6205754,1.4809563
5182,5182,46201,-4.5941863,4.6502333,1.4813893
5183,5183,46202,-4.6439652,4.758703,1.5062798
5184,5184,46203,-4.6289053,4.8018723,1.510825
5185,5185,46204,-4.6592603,4.893122,1.5300882
5186,5186,46205,-4.645868,4.9394007,1.5354991
5187,5187,46206,-4.6367326,4.9907064,1.5424252
5188,5188,46207,-4.6179028,5.032013,1.5463212
5498,5498,47186,-7.3520093,3.5965104,1.7438651
5499,5499,47187,-7.1518373,3.5531733,1.7023177
