x,y,z
-22.979856,1.2592936,2.6539164
-22.958548,1.2009768,2.573268
-22.986526,1.1748176,2.5253773
-22.988348,1.130759,2.4590921
-23.01085,1.1002374,2.4067092
-23.028149,1.06582,2.3502922
-23.000826,1.000001,2.2611022
-23.010345,0.9590404,2.1976714
-23.00866,0.9096241,2.1252856
-22.988361,0.84620905,2.0379972
-33.01514,1.2862599,1.6823282
-33.021202,1.354774,1.7734995
-33.041965,1.397985,1.8335333
-33.00884,1.5237508,1.99477
-33.058216,1.5194602,1.996501
-33.080956,1.5555828,2.0477867
-33.10148,1.5940442,2.1019368
-33.148808,1.592377,2.1071496
-33.193775,1.5943308,2.1169024
-33.234646,1.6022055,2.133976
-33.30568,1.56796,2.1000018
-33.07728,2.1167326,2.794394
-33.03575,2.224562,2.9316354
-33.08074,2.2188716,2.9319878
-33.096924,2.2498434,2.9765196
-33.12446,2.266002,3.0032797
-33.12442,2.3157423,3.0702968
-33.13519,2.3512158,3.1201754
-33.098015,2.4432442,3.237503
-33.137157,2.4429564,3.244604
-33.219856,2.3920808,3.1916747
-33.257576,2.39439,3.202199
-33.282436,2.4113922,3.2302356
-33.306515,2.4289975,3.2590275
-33.329796,2.447201,3.2885647
-33.35634,2.461541,3.3135872
-33.387794,2.4703774,3.3321948
-33.420155,2.4781847,3.3496733
-33.45188,2.4866295,3.3679833
-33.488243,2.4901903,3.380669
-33.523506,2.4949577,3.394867
-33.560326,2.4981775,3.4073668
-33.595486,2.503149,3.422007
-33.63498,2.5038514,3.4318056
-33.672825,2.506311,3.443759
-33.713455,2.5061677,3.452828
-33.751858,2.5083215,3.4646692
-33.790253,2.5105922,3.476766
-33.833225,2.5086696,3.4841828
-33.87858,2.5047383,3.4894524
-33.926945,2.498281,3.492004
-33.96781,2.4989414,3.5028152
-34.017,2.4922717,3.505456
-34.0496,2.5006547,3.5252872
-34.076057,2.5144246,3.5512805
-34.163605,2.4748924,3.5174298
-34.205395,2.4757648,3.5292516
-34.252132,2.4725716,3.5366735
-34.308887,2.4611633,3.5351095
-34.363995,2.4515338,3.5357475
-34.422455,2.4395068,3.5339465
-34.460846,2.4443007,3.550962
-34.491516,2.4554186,3.575067
-34.440937,2.5315614,3.6706414
-34.46942,2.543654,3.6957574
-34.506203,2.5491595,3.7137623
-34.53964,2.5573294,3.734786
-34.571636,2.5666122,3.7571216
-34.6055,2.5744638,3.7780056
-34.637917,2.5834246,3.8001928
-34.67358,2.5899587,3.8198776
-34.70848,2.597104,3.8403354
-34.74192,2.605355,3.8620863
-34.77456,2.614202,3.8845782
-34.819515,2.614205,3.8978257
-34.858242,2.6188192,3.9161062
-34.899014,2.6220808,3.9331098
-34.939053,2.6259704,3.950922
-34.979053,2.6299944,3.9690256
-35.017586,2.635127,3.9884295
-35.059635,2.6379569,4.0055995
-35.100945,2.6414156,4.0235815
-35.14077,2.6459796,4.042856
-35.17909,2.651638,4.0634003
-36.305008,1.946696,3.3630896
-36.287193,1.9954269,3.4306788
-36.288586,2.0311692,3.4850016
-36.299084,2.0606906,3.5330095
-36.318844,2.084065,3.5748615
-36.33224,2.1112077,3.6204715
-36.35202,2.1341379,3.6619115
-36.31378,2.1924186,3.738069
-36.305897,2.2314434,3.795095
-36.302002,2.2675836,3.8491774
-36.313725,2.2939878,3.8937364
-36.32659,2.3194618,3.9373827
-36.34374,2.3421965,3.9784007
-36.35039,2.370834,4.025043
-36.341713,2.408001,4.0796967
-36.362408,2.4279895,4.1180696
-36.349567,2.4667833,4.174044
-36.369522,2.4867544,4.212379
-36.528053,2.4297006,4.1797104
-36.653008,2.3923483,4.166033
-36.733463,2.3801384,4.175973
-36.856956,2.345129,4.1657205
-36.95745,2.3232875,4.168019
-37.05013,2.3062172,4.1751447
-37.147163,2.2874017,4.1812453
-37.296227,2.2420313,4.164529
-37.410515,2.2156835,4.165332
-37.563267,2.1703458,4.150341
-37.64524,2.1620078,4.1681237
-37.82073,2.1070037,4.1465206
-37.904118,2.0991886,4.165988
-38.08337,2.044365,4.1464305
-38.212833,2.0151906,4.1493816
-38.31395,2.000589,4.1651697
-38.488262,1.9512621,4.1531157
-38.675194,1.8970648,4.1382256
-38.79621,1.875314,4.1506515
-38.99727,1.8166894,4.1344385
-39.15267,1.7806354,4.1373687
-39.349113,1.7266011,4.127248
-39.543686,1.6746914,4.120075
-39.681625,1.649679,4.134808
-39.906994,1.5861716,4.12125
-40.153286,1.5148003,4.1033306
-40.324257,1.4782722,4.112956
-40.568638,1.4106288,4.100913
-40.773323,1.3617504,4.1041765
-41.033417,1.2902875,4.092678
-41.24919,1.2393484,4.0975423
-41.471794,1.1868134,4.102807
-41.666496,1.1472855,4.11862
-41.978725,1.0600955,4.103368
-42.31977,0.963007,4.0837574
-42.641308,0.87601805,4.073354
-42.934135,0.8026123,4.074195
-43.30634,0.69916916,4.0579095
-43.68244,0.5964806,4.0449142
-20.945831,0.99067926,2.807642
-21.086334,1.0225744,2.8084793
-21.195215,1.0379682,2.7945194
-21.39672,1.1054301,2.8305144
-21.57026,1.1587601,2.854158
-21.6721,1.172818,2.8410668
-21.806595,1.2060826,2.8470259
-21.938187,1.2385921,2.8529615
-22.061466,1.267168,2.8557482
-22.160305,1.2822309,2.8459105
-22.30193,1.3231931,2.8621044
-22.436737,1.3611279,2.8760376
-22.530533,1.3753266,2.8670173
-22.668016,1.4166512,2.88561
-22.764072,1.4335842,2.8803663
-22.835056,1.4355724,2.8604698
-22.916424,1.4443657,2.8477983
-22.94563,1.4206681,2.8023348
-22.907972,1.3541956,2.7130795
-22.891222,1.3001928,2.6363354
-22.914799,1.2716262,2.5856948
-22.933725,1.2397466,2.5316353
-22.96616,1.2164712,2.4865508
-23.024214,1.1648166,2.3912296
-23.00941,1.1088285,2.3117962
-23.028728,1.0754802,2.2561665
-23.028196,1.0279939,2.1854835
-23.009575,0.96719193,2.1004543
-23.021101,0.92680645,2.037097
-22.981527,0.84941864,1.9338579
-33.00024,1.2743022,1.5855832
-33.027596,1.3097012,1.6365132
-33.004898,1.4237962,1.7854509
-33.035793,1.450387,1.8253536
-33.007774,1.567056,1.9771829
-33.054085,1.5674949,1.98459
-33.052303,1.6398449,2.0812106
-33.092075,1.6490898,2.0996404
-33.144867,1.6393974,2.0947638
-33.193024,1.6367819,2.098775
-33.222,1.6613228,2.136384
-33.26757,1.6623847,2.1451416
-33.04063,2.2543273,2.90733
-33.07943,2.2566972,2.9173088
-33.09467,2.2886033,2.9633565
-33.118965,2.3086388,2.9949627
-33.13689,2.3360367,3.0355382
-33.125755,2.3977413,3.1176853
-33.09929,2.4761353,3.2198772
-33.137497,2.477037,3.2282887
-33.213963,2.4339163,3.1837459
-33.25456,2.4329138,3.190178
-33.28037,2.4487205,3.2169194
-33.301918,2.4690142,3.2490854
-33.32413,2.4882276,3.279985
-33.35061,2.5025008,3.3050146
-33.375828,2.5179293,3.3314738
-33.40599,2.5279093,3.3514972
-33.437576,2.5363173,3.3697276
-33.47063,2.5431652,3.3861895
-33.50947,2.5441012,3.395749
-33.54725,2.5462444,3.4068518
-33.586655,2.5468729,3.4162827
-33.621677,2.5519547,3.431066
-33.66108,2.552817,3.4410043
-33.699936,2.5543401,3.4518385
-33.738228,2.5565205,3.4635587
-33.780502,2.5550683,3.471168
-33.823406,2.5532205,3.478458
-33.86464,2.5531116,3.487905
-33.909992,2.5494175,3.4933438
-33.95132,2.5495853,3.5033903
-33.985558,2.5562246,3.5210118
-34.049023,2.537156,3.509254
-34.07366,2.552466,3.5370688
-34.150322,2.5227993,3.5136294
-34.19815,2.5185041,3.5193782
-34.243618,2.5164573,3.527851
-34.297234,2.5078213,3.529029
-34.3479,2.5019684,3.5335526
-34.40123,2.4942348,3.536149
-34.457268,2.484641,3.5368657
-34.49623,2.4890895,3.553503
-34.43914,2.5697482,3.6552277
-34.464367,2.5843718,3.6831694
-34.503086,2.5883942,3.699422
-34.535187,2.5975962,3.7215252
-34.566498,2.6073916,3.7443767
-34.597,2.617774,3.767963
-34.627354,2.6282387,3.7917275
-34.65891,2.6377864,3.814581
-34.691685,2.646428,3.836546
-34.728443,2.6521926,3.8554993
-34.766506,2.6570857,3.8736386
-34.79967,2.665543,3.895742
-34.8369,2.6711588,3.9149103
-34.87756,2.6744518,3.9317327
-34.92101,2.6759367,3.9467869
-34.96021,2.68048,3.9652429
-35.000072,2.6846704,3.9834738
-35.043476,2.6865902,3.9994702
-35.087593,2.688183,4.015296
-35.131714,2.6899314,4.031459
-35.175827,2.6918364,4.0479617
-36.284813,2.0059755,3.354869
-36.274933,2.0491335,3.4172435
-36.29696,2.0714908,3.4581866
-36.317154,2.094813,3.5001464
-36.33999,2.1162925,3.5402627
-36.34294,2.1498692,3.5926208
-36.28489,2.2203362,3.6819315
-36.29638,2.2476418,3.7276864
-36.296757,2.2813404,3.7797718
-36.312725,2.3053842,3.8222213
-36.32679,2.3303416,3.8655744
-36.3397,2.3557477,3.9093628
-36.342884,2.386546,3.9583874
-36.33153,2.4253523,4.0150924
-36.293667,2.4787483,4.0856786
-36.34963,2.4785845,4.1046886
-36.34223,2.5140028,4.157813
-36.368507,2.5303905,4.1928062
-36.49604,2.4912205,4.1756573
-36.57283,2.480537,4.185843
-36.7175,2.433734,4.162904
-36.812725,2.4143772,4.16612
-36.915573,2.3915727,4.1667027
-37.01633,2.37051,4.1694484
-37.092026,2.3630862,4.1850886
-37.187576,2.3458195,4.1922994
-37.388245,2.2754722,4.152739
-37.522842,2.240039,4.1453047
-37.634686,2.2169032,4.1494727
-37.703457,2.2158444,4.1735353
-37.865265,2.1692562,4.1585903
-37.99664,2.138619,4.1583285
-38.12593,2.1098118,4.1604195
-38.29714,2.061692,4.146996
-38.425694,2.0349877,4.152571
-38.583622,1.9952085,4.148087
-38.71644,1.9681588,4.1550655
-38.916603,1.9107175,4.1381063
-39.111534,1.8569996,4.1254563
-39.283012,1.8152156,4.1236186
-39.426445,1.7871366,4.1337433
-39.551125,1.7682691,4.1520066
-39.785076,1.7016757,4.1340322
-40.01642,1.6377478,4.119685
-40.209988,1.5917361,4.120516
-40.39711,1.5496812,4.12562
-40.64567,1.4824767,4.1133146
-40.883583,1.4213512,4.1071954
-41.156,1.3472071,4.09329
-41.39997,1.286613,4.091012
-41.61077,1.2411871,4.1011815
-41.862377,1.1803021,4.1020384
-42.164955,1.100271,4.0915074
-42.48739,1.0141301,4.079026
-42.82527,0.92382455,4.0661206
-43.12353,0.85122633,4.0674024
-43.502373,0.7489002,4.051565
-43.916916,0.63506556,4.0312157
-20.582417,0.99489,2.8114185
-20.715382,1.0197513,2.8045254
-20.856016,1.0494754,2.8029337
-21.06863,1.1185224,2.8394327
-21.19593,1.143194,2.8347492
-21.31802,1.1658158,2.8287663
-21.458006,1.1989987,2.8336263
-21.621174,1.2459483,2.8526125
-21.741796,1.2703049,2.850391
-21.88082,1.305798,2.859736
-21.998932,1.3303561,2.8589988
-22.118168,1.3563166,2.8602548
-22.26093,1.3966892,2.876511
-22.372196,1.419688,2.876061
-22.481516,1.4422576,2.8757305
-22.59958,1.4707427,2.881936
-22.686026,1.4810367,2.8701878
-22.79718,1.5067964,2.8746762
-22.899603,1.5279703,2.8749886
-22.923159,1.5010707,2.8260984
-22.960506,1.482547,2.7859354
-22.980377,1.4529405,2.734324
-22.96171,1.3985538,2.6567593
-22.955627,1.3514879,2.5866828
-22.91973,1.284492,2.495408
-22.943554,1.2555497,2.4441867
-22.972145,1.2294796,2.396047
-22.964634,1.1791267,2.321989
-23.029184,1.1303911,2.229425
-23.020164,1.0774074,2.1522818
-23.049768,1.0504224,2.103208
-23.030441,0.988971,2.0166163
-23.022491,0.9346299,1.9375801
-23.008572,0.8752425,1.8528423
-33.006935,1.3095701,1.5539751
-33.057453,1.3077066,1.558321
-33.00724,1.4649377,1.7634802
-33.02065,1.5184994,1.8376832
-33.013805,1.6013982,1.9487648
-33.059044,1.6036355,1.9583325
-33.047146,1.6903937,2.074112
-33.09983,1.6806977,2.0688133
-33.116375,1.7232285,2.129056
-33.150364,1.7400405,2.1571217
-33.199665,1.7352626,2.1582932
-33.088444,2.2309418,2.8173933
-33.080757,2.2925177,2.9005861
-33.094612,2.3259058,2.9488688
-33.115665,2.3497558,2.9853806
-33.124702,2.387595,3.0391202
-33.129303,2.4298518,3.0982466
-33.110367,2.4987504,3.1899786
-33.13718,2.513062,3.2147193
-33.23551,2.44545,3.1394043
-33.257225,2.466133,3.172193
-33.282047,2.482982,3.2003384
-33.301582,2.5053754,3.2352643
-33.32326,2.5250409,3.2668967
-33.347157,2.5419967,3.2952738
-33.375412,2.5540771,3.3177972
-33.404514,2.5651307,3.3391433
-33.4366,2.5729914,3.3567114
-33.469635,2.5798516,3.373157
-33.50632,2.5830147,3.3852568
-33.544067,2.585208,3.3963013
-33.57962,2.5896661,3.4101605
-33.616226,2.593154,3.4229627
-33.65613,2.5935385,3.4321823
-33.694386,2.59565,3.4435744
-33.733196,2.5973463,3.4545894
-33.776573,2.5949159,3.4608507
-33.822323,2.5905123,3.4649286
-33.862972,2.5910156,3.4749298
-33.90598,2.5895429,3.4827433
-33.94846,2.5887377,3.4914794
-33.98861,2.5901647,3.5029602
-34.032963,2.588067,3.5104666
-34.084026,2.5803967,3.5116534
-34.133434,2.5744658,3.5150433
-34.186054,2.5661247,3.5158262
-34.237,2.5595233,3.5188074
-34.288097,2.5531046,3.5221882
-34.337463,2.548408,3.5277267
-34.38884,2.5423536,3.531896
-34.43718,2.5390315,3.5393677
-34.488815,2.533342,3.5443268
-34.451546,2.597641,3.628708
-34.463196,2.6228497,3.6686897
-34.49144,2.634977,3.6939359
-34.529385,2.6396613,3.710905
-34.56529,2.6459627,3.7298079
-34.596447,2.6558545,3.7528272
-34.626785,2.666327,3.7765827
-34.659683,2.6749053,3.7983265
-34.69178,2.6840706,3.820819
-34.727173,2.6908743,3.8408122
-34.763855,2.6968093,3.8599687
-34.79977,2.703347,3.879909
-34.836304,2.7095113,3.8995633
-34.874863,2.7143412,3.9178972
-34.917606,2.7164073,3.9333835
-34.957504,2.720541,3.9512553
-34.99379,2.7271962,3.9719744
-35.04004,2.7273035,3.9858341
-35.087044,2.7271037,3.9995513
-35.130447,2.7294352,4.0161366
-35.172375,2.732861,4.034046
-35.228954,2.727061,4.0424356
-36.281,2.0919638,3.3934193
-36.313416,2.1077611,3.427671
-36.328453,2.1342869,3.4731288
-36.322845,2.1732516,3.5314054
-36.26841,2.24148,3.6195893
-36.284042,2.2663836,3.663103
-36.29549,2.2935643,3.708932
-36.31187,2.3175523,3.7515073
-36.32174,2.3451562,3.797731
-36.339676,2.3677924,3.8389487
-36.341755,2.3993886,3.889111
-36.314518,2.4473925,3.9554558
-36.307667,2.4832141,4.009539
-36.316772,2.5096633,4.054306
-36.33259,2.5321336,4.0951643
-36.333782,2.5624819,4.14367
-36.352844,2.5827591,4.1823926
-36.40041,2.5874748,4.206244
-36.551598,2.5367725,4.1775484
-36.621273,2.5305264,4.1917834
-36.753464,2.4917045,4.175746
-36.871628,2.4611392,4.168175
-36.973934,2.4395647,4.1696157
-37.066742,2.423494,4.1766996
-37.15899,2.408249,4.18505
-37.312653,2.3626022,4.166269
-37.428844,2.3367279,4.1662474
-37.587086,2.290779,4.1489077
-37.678303,2.2787755,4.162714
-37.791523,2.2565684,4.1680245
-37.905922,2.234467,4.174088
-38.07136,2.1886785,4.160239
-38.21882,2.1524975,4.1556916
-38.333614,2.132566,4.1659355
-38.482857,2.0972786,4.1638503
-38.684883,2.0386126,4.143046
-38.862812,1.9922957,4.1338177
-38.99137,1.9694549,4.1450906
-39.168705,1.9254732,4.139878
-39.35707,1.8777004,4.1327343
-39.539124,1.8338917,4.129992
-39.729637,1.7875137,4.1263967
-39.93655,1.7352185,4.119405
-40.142403,1.6846662,4.115144
-40.38418,1.6201158,4.1014967
-40.573772,1.5790706,4.1073675
-40.799347,1.5241239,4.104062
-41.010517,1.4765127,4.1077504
-41.276653,1.4076192,4.097265
-41.46233,1.3730643,4.1135387
-41.712044,1.3137662,4.113377
-42.01819,1.2334454,4.100128
-42.288383,1.1692271,4.1003046
-42.610825,1.0861466,4.0894585
-42.949646,0.99866915,4.077988
-43.303116,0.90761566,4.0666275
-43.656742,0.8186469,4.059261
-44.0196,0.7283144,4.0536556
-44.4438,0.6171787,4.0375366
-20.315365,1.0179744,2.7988472
-20.473007,1.0531313,2.8012013
-20.661089,1.1049013,2.8202171
-20.784904,1.1247301,2.8097148
-20.964245,1.1742616,2.8284612
-21.125027,1.2152703,2.8399372
-21.24738,1.2369444,2.833438
-21.400528,1.2758765,2.8444862
-21.545055,1.3111875,2.8527794
-21.650934,1.32636,2.8418612
-21.809395,1.3711259,2.8609753
-21.935669,1.3991268,2.8641157
-22.033295,1.4118729,2.8525233
-22.168036,1.4461954,2.8632584
-22.292099,1.4753537,2.8694186
-22.398678,1.4952621,2.8667316
-22.516392,1.5223281,2.8719215
-22.626745,1.5458615,2.8740387
-22.747303,1.5761793,2.8837323
-22.828747,1.5839236,2.8704648
-22.910023,1.5919919,2.8579001
-22.958935,1.5807421,2.825357
-22.948433,1.5329545,2.7543511
-22.969807,1.5043628,2.7035675
-22.961414,1.4568233,2.6325893
-22.971376,1.4202881,2.573244
-22.921429,1.3450077,2.4721766
-22.969124,1.3316314,2.437571
-22.82528,1.1933846,2.2677407
-22.860083,1.1703677,2.2224212
-22.908773,1.1564236,2.1870933
-22.934273,1.1269321,2.1348696
-22.996862,1.1222851,2.1100183
-23.046175,1.1087477,2.075573
-23.026073,1.0472658,1.9881201
-23.054037,1.0183947,1.9367313
-23.021263,0.9464402,1.8372722
-23.010885,0.88927984,1.7540956
-33.028484,1.2364376,1.3717127
-33.0189,1.3335638,1.5028224
-32.989754,1.4586408,1.6695719
-33.016216,1.4929235,1.7199583
-33.012608,1.5724168,1.8281207
-33.011658,1.6454961,1.9279823
-33.031963,1.6848271,1.9847288
-33.05738,1.7156184,2.0306015
-33.097633,1.7242785,2.0483584
-33.128147,1.7466488,2.0836163
-33.157856,1.7696366,2.1197019
-33.179764,1.8028405,2.1687684
-33.24792,1.8343773,2.22288
-33.050137,2.3658013,2.926773
-33.089504,2.3671815,2.9353704
-33.103157,2.3997493,2.983057
-33.131092,2.4145803,3.0085897
-33.122124,2.4725614,3.0879421
-33.100685,2.5436392,3.183463
-33.121643,2.5644648,3.2163897
-33.21362,2.5046396,3.1493416
-33.251305,2.507079,3.1597257
-33.273106,2.5271094,3.191946
-33.289547,2.5526168,3.2309484
-33.3101,2.573232,3.263927
-33.333366,2.5906148,3.2929554
-33.359955,2.604247,3.3174186
-33.388927,2.6152358,3.338697
-33.41773,2.6262918,3.3601198
-33.45167,2.6320443,3.3751402
-33.486614,2.6368196,3.38906
-33.52204,2.6411598,3.4025455
-33.559063,2.6440032,3.4143152
-33.597168,2.6458948,3.4250393
-33.635273,2.6479025,3.4360147
-33.673374,2.6500263,3.4472442
-33.71317,2.650686,3.4568248
-33.74442,2.6593568,3.4761338
-33.76748,2.675448,3.5043988
-33.798405,2.6842606,3.5240154
-33.83272,2.6900263,3.540084
-33.86283,2.699529,3.560687
-33.927925,2.6785345,3.545226
-33.958035,2.6882818,3.56636
-34.00735,2.6816225,3.5682235
-34.05256,2.6787348,3.574699
-34.099693,2.6744664,3.5797095
-34.151894,2.6662798,3.5803008
-34.203655,2.6587944,3.5819016
-34.25684,2.6504831,3.5827322
-34.315903,2.637819,3.5787082
-34.343376,2.6505792,3.6043363
-34.429684,2.6171906,3.5767765
-34.494015,2.6016924,3.5701761
-34.45195,2.6682823,3.6580038
-34.48145,2.6793754,3.6820555
-34.510124,2.69104,3.7068377
-34.53929,2.7022824,3.7312136
-34.578983,2.7057242,3.7468266
-34.611923,2.7142003,3.7682605
-34.6373,2.728148,3.7959538
-34.66996,2.7367938,3.8177567
-34.70456,2.7440786,3.8381362
-34.739754,2.7509847,3.8582048
-34.78041,2.7541451,3.874227
-34.817554,2.759842,3.8932018
-34.853928,2.7661352,3.912961
-34.89588,2.7687333,3.928783
-34.934265,2.7738476,3.9475126
-34.971878,2.779561,3.967033
-35.0123,2.7835135,3.9847727
-35.056297,2.7852576,4.0002723
-35.106113,2.7834208,4.0120835
-35.151604,2.7845616,4.027293
-35.192696,2.7886465,4.0458307
-35.23227,2.793796,4.0656548
-36.330276,2.1442335,3.391934
-36.288647,2.2054625,3.4742527
-36.285797,2.242241,3.530559
-36.292927,2.27257,3.5800142
-36.30792,2.297884,3.6242027
-36.324047,2.3222957,3.6674504
-36.33444,2.3498468,3.7139406
-36.33594,2.382278,3.765407
-36.333073,2.4168591,3.8189874
-36.31335,2.46063,3.881794
-36.31011,2.494544,3.9344382
-36.322014,2.519608,3.9780827
-36.335903,2.5433521,4.020393
-36.339146,2.5727358,4.068309
-36.349087,2.5981774,4.112262
-36.355453,2.6253183,4.1578627
-36.379837,2.6425831,4.1937675
-36.489273,2.6147792,4.185958
-36.604836,2.584505,4.176359
-36.707096,2.5619235,4.174777
-36.807285,2.5410573,4.1753883
-36.89882,2.5252283,4.1813164
-37.02265,2.493606,4.1728697
-37.120605,2.4757729,4.1780167
-37.2263,2.4546745,4.1806707
-37.39798,2.401748,4.154564
-37.502922,2.3825822,4.1603885
-37.634117,2.3513432,4.1558304
-37.746475,2.3299646,4.1609335
-37.89458,2.292282,4.1520844
-38.033108,2.260068,4.1489778
-38.17212,2.2284956,4.1472616
-38.286037,2.209379,4.15727
-38.435307,2.1747234,4.1544747
-38.562775,2.1508875,4.1618896
-38.734497,2.1078906,4.153746
-38.928444,2.0560827,4.139234
-39.117065,2.0078795,4.1289716
-39.288116,1.9685637,4.127279
-39.424843,1.9451834,4.13976
-39.615246,1.8994979,4.134956
-39.774696,1.8681725,4.1429467
-39.99881,1.8104758,4.130951
-40.199875,1.763827,4.1291533
-40.438744,1.7027261,4.1174183
-40.64381,1.6570017,4.119153
-40.90288,1.5905135,4.1064363
-41.11462,1.5447276,4.1110935
-41.404808,1.4688265,4.09478
-41.60982,1.4284682,4.1066217
-41.854015,1.3739011,4.109562
-42.114216,1.3145473,4.1107845
-42.442062,1.2306628,4.0965214
-42.76641,1.1501176,4.0869517
-43.099903,1.0680673,4.078702
-43.49906,0.9634037,4.057595
-43.83554,0.88445663,4.0565844
-44.19398,0.799412,4.0540705
-44.624027,0.6903734,4.038762
-19.878704,0.99656177,2.792056
-20.05875,1.0391695,2.7999063
-20.20832,1.0679235,2.7956195
-20.406841,1.1219378,2.8162684
-20.553593,1.1513293,2.8143578
-20.715374,1.1892433,2.8214784
-20.914776,1.2474494,2.8492265
-21.045109,1.271447,2.8445716
-21.172596,1.2947555,2.8399153
-21.309317,1.3236902,2.8414898
-21.442327,1.3515317,2.8426833
-21.591583,1.3889165,2.8541265
-21.729076,1.4209712,2.8609743
-21.842304,1.4407167,2.856051
-21.978758,1.4739268,2.8654032
-22.102095,1.5007863,2.8689442
-22.219486,1.5251281,2.8705049
-22.321693,1.541642,2.864542
-22.439022,1.567399,2.8686743
-22.555874,1.593663,2.8739057
-22.654654,1.6102066,2.8694987
-22.796474,1.6526153,2.8928294
-22.843662,1.6400447,2.858612
-22.943743,1.6591523,2.8582735
-22.964022,1.6307287,2.8075852
-22.919884,1.5627921,2.7144847
-22.942123,1.5346794,2.6639757
-22.891035,1.4607751,2.5639038
-22.117756,0.93295765,1.9699488
-22.969135,1.4236667,2.4834461
-22.772015,1.2540832,2.2778597
-22.820274,1.2398319,2.2419882
-22.85294,1.2154388,2.195067
-22.871708,1.1817226,2.137876
-22.878246,1.1395164,2.071229
-22.955994,1.144531,2.0572386
-22.999943,1.1270475,2.0183368
-23.000244,1.0796592,1.9459229
-23.014488,1.0412512,1.883532
-23.037619,1.0085671,1.8275843
-23.033222,0.9561341,1.7492042
-22.974638,0.8643925,1.6258736
-33.010143,1.3058324,1.3916025
-33.052235,1.3189473,1.4150648
-33.003654,1.4745827,1.6232266
-33.017094,1.5291791,1.7003298
-33.00265,1.6246116,1.8301716
-33.0159,1.6756425,1.9025288
-33.027035,1.7283297,1.976985
-33.055878,1.7538517,2.0164094
-33.083862,1.7799795,2.0566492
-33.10697,1.812336,2.1049252
-33.158714,1.8042562,2.1013303
-33.231632,1.7677419,2.0614424
-33.217754,1.8490312,2.1725535
-33.250057,1.8670213,2.202608
-33.24441,1.9341347,2.295414
-33.08635,2.3014593,2.7840462
-33.065094,2.3787296,2.8889284
-33.08874,2.3995092,2.922049
-33.101906,2.432436,2.9705672
-33.12889,2.4483078,2.997521
-33.154194,2.4658756,3.026661
-33.15256,2.5141215,3.09447
-33.12023,2.5961132,3.204617
-33.148575,2.6081443,3.226725
-33.233707,2.5572112,3.1699958
-33.2712,2.5597568,3.1804872
-33.293125,2.5791762,3.2121496
-33.3137,2.599703,3.2452197
-33.336487,2.6175616,3.2749887
-33.360516,2.6338444,3.3028336
-33.388447,2.6458838,3.325457
-33.419346,2.6547809,3.3442502
-33.44905,2.6648211,3.3645277
-33.483437,2.6701505,3.3790665
-33.51938,2.673987,3.391858
-33.55693,2.6763413,3.4029307
-33.590054,2.6830275,3.419417
-33.63534,2.6782358,3.421956
-33.667267,2.686184,3.4401827
-33.70702,2.6868951,3.4496808
-33.737644,2.6960757,3.469586
-33.766403,2.7068946,3.491551
-33.802555,2.7110422,3.505516
-33.849808,2.7054746,3.5078645
-33.897198,2.7000725,3.5105715
-33.951878,2.6886687,3.5062323
-33.995388,2.687204,3.513998
-34.040176,2.684864,3.5208573
-34.075893,2.6903162,3.5371547
-34.11831,2.6902893,3.54704
-34.162,2.6893902,3.5560308
-34.218224,2.678548,3.5534062
-34.263367,2.6769705,3.5619197
-34.30478,2.678556,3.5743074
-34.344925,2.6812768,3.5881615
-34.370926,2.6950831,3.6151147
-34.42259,2.6890914,3.619029
-34.452248,2.7001092,3.6429172
-34.482403,2.71071,3.6664
-34.511086,2.722373,3.6911888
-34.5376,2.7355762,3.7178264
-34.570602,2.7439613,3.7389908
-34.59676,2.7573037,3.7659302
-34.62949,2.7658613,3.787468
-34.66074,2.7754784,3.8103085
-34.694603,2.7832592,3.8311563
-34.73112,2.7892237,3.8500557
-34.765488,2.7967358,3.8708186
-34.80325,2.801974,3.8891373
-34.842358,2.806387,3.9066606
-34.876476,2.8142328,3.9281473
-34.91049,2.8221831,3.9498596
-34.96658,2.8157177,3.955731
-35.013462,2.815535,3.9687605
-35.0611,2.8150578,3.981649
-35.105873,2.8166065,3.9969397
-35.14626,2.8210807,4.015592
-35.191753,2.8224797,4.031055
-35.22838,2.8295279,4.052801
-36.261276,2.2266817,3.4184918
-36.272278,2.2551208,3.4662304
-36.29185,2.278117,3.508134
-36.302765,2.306076,3.5553284
-36.31931,2.3304303,3.5986853
-36.337006,2.3538983,3.6411152
-36.32905,2.392016,3.6989002
-36.324337,2.4278069,3.7541237
-36.302032,2.4731672,3.819159
-36.304665,2.503894,3.8688731
-36.31385,2.5306382,3.9144287
-36.335175,2.5504181,3.9528375
-36.327034,2.5862024,4.0075526
-36.34922,2.605119,4.045087
-36.352825,2.6339116,4.0925965
-36.344807,2.668608,4.145945
-36.369946,2.6854095,4.1813784
-36.43109,2.6833088,4.198206
-36.53032,2.6617484,4.196211
-36.67297,2.6185188,4.1735873
-36.80899,2.5796912,4.1560316
-36.891594,2.5687532,4.166129
-36.991653,2.5495424,4.1687307
-37.069748,2.5418143,4.182804
-37.18776,2.5148988,4.179143
-37.34697,2.4686995,4.158036
-37.4685,2.4417608,4.155816
-37.587948,2.416577,4.1559105
-37.67078,2.4094534,4.1732836
-37.8407,2.3619065,4.1542273
-37.929157,2.3533573,4.1714916
-38.08068,2.3162167,4.163561
-38.278843,2.2587588,4.1384306
-38.35887,2.2560673,4.162926
