x,y,z
-33.238743,1.3963852,3.1708212
-33.25097,1.4383869,3.2198305
-33.27568,1.4614208,3.2511702
-33.29363,1.4936175,3.2910519
-33.321735,1.5108502,3.317093
-33.351448,1.5255401,3.3408546
-33.38378,1.5364048,3.361176
-33.416904,1.5460529,3.380477
-33.45375,1.5506167,3.3952255
-33.49589,1.5481927,3.4037185
-33.536602,1.547828,3.4142518
-33.57284,1.5533643,3.4302993
-33.61654,1.5493882,3.4378538
-33.65472,1.5525846,3.4520645
-33.704636,1.5412135,3.45329
-33.74077,1.5472074,3.4703298
-33.792473,1.5342352,3.470512
-33.834892,1.5328581,3.481276
-33.880527,1.5278168,3.4889474
-33.92624,1.522924,3.4969406
-33.968243,1.5225906,3.5091596
-34.025528,1.5047851,3.5061407
-34.066574,1.5060065,3.5201116
-34.12037,1.4929585,3.521748
-34.164845,1.4907176,3.533064
-34.205402,1.4929798,3.5484834
-34.240814,1.500958,3.5690165
-34.279545,1.5053132,3.5865474
-34.333817,1.4930818,3.5899534
-34.38128,1.4884496,3.60013
-34.38126,1.5338359,3.653242
-34.412518,1.5459793,3.6779537
-34.45075,1.5508499,3.6966014
-34.477497,1.5674419,3.7252965
-34.50703,1.5810418,3.7515497
-34.5455,1.585593,3.7703142
-34.578995,1.5951107,3.793376
-34.610497,1.6065326,3.818141
-34.647427,1.612608,3.838592
-34.68803,1.6151836,3.856308
-34.712814,1.6328843,3.8865986
-34.75386,1.6350777,3.904295
-34.799984,1.6326294,3.918398
-34.840343,1.635694,3.9371743
-34.878708,1.6406672,3.9576626
-34.922863,1.640434,3.9741416
-34.963074,1.643889,3.9937649
-35.0171,1.6351194,4.0038667
-35.05529,1.6406269,4.0255146
-35.117462,1.6251988,4.0308847
-36.316666,0.7190161,3.38446
-36.2616,0.8117697,3.4779963
-36.265854,0.8534465,3.5319624
-36.275753,0.8898847,3.581851
-36.291405,0.9211309,3.627761
-36.30032,0.957505,3.6775088
-36.30661,0.9955437,3.7284398
-36.28122,1.0584817,3.797771
-36.292686,1.0912404,3.844533
-36.30799,1.1205916,3.888761
-36.324326,1.1488147,3.9321594
-36.31062,1.19999,3.9921627
-36.317287,1.234832,4.0402074
-36.33808,1.2585058,4.080213
-36.34166,1.2949526,4.1293116
-36.34695,1.3296812,4.1771092
-36.46218,1.2823501,4.167497
-36.545235,1.2596674,4.1757426
-36.632282,1.2346017,4.182864
-36.77524,1.1696026,4.1632543
-36.8903,1.1258848,4.159052
-36.98843,1.0951178,4.1643257
-37.063293,1.0814805,4.1816683
-37.201042,1.0241275,4.170548
-37.35176,0.95884705,4.1551805
-37.453842,0.9283681,4.1635065
-37.62138,0.8537383,4.144044
-37.707268,0.8359549,4.162102
-37.858986,0.77427316,4.152919
-38.008263,0.71539044,4.1465707
-38.175537,0.6456919,4.1345654
-33.062527,1.2602422,2.922762
-33.063873,1.3250082,2.9939132
-33.110992,1.316124,2.9945564
-33.115543,1.3736141,3.05869
-33.060978,1.5200586,3.207406
-33.09466,1.5295448,3.225585
-33.20536,1.4242947,3.1351333
-33.21926,1.4641035,3.1824298
-33.238377,1.49544,3.2217078
-33.26064,1.5215924,3.2561169
-33.28663,1.5419383,3.2851014
-33.314167,1.5597422,3.311759
-33.343307,1.5750167,3.3361187
-33.371742,1.5909972,3.3612127
-33.403767,1.601892,3.381649
-33.440952,1.6058052,3.3957067
-33.480038,1.6072605,3.407621
-33.518116,1.6101086,3.4209623
-33.563637,1.6034968,3.425737
-33.600708,1.607856,3.440762
-33.64026,1.6091423,3.4531069
-33.682873,1.6067426,3.4622345
-33.72553,1.6044755,3.4716516
-33.76979,1.6004481,3.4796395
-33.81307,1.5978231,3.489077
-33.86118,1.5896769,3.493709
-33.910492,1.5804379,3.4975653
-33.95507,1.5770009,3.5068336
-33.999706,1.5737076,3.5164142
-34.055973,1.5574739,3.5146585
-34.10526,1.5495257,3.5205169
-34.154106,1.5423665,3.527289
-34.205322,1.5328977,3.532239
-34.260674,1.5192866,3.5337806
-34.307037,1.5157285,3.5443788
-34.365036,1.5000362,3.5445933
-34.403423,1.5053947,3.5633783
-34.3582,1.5976796,3.657568
-34.395195,1.603657,3.676898
-34.428516,1.6133909,3.6995955
-34.464706,1.6201799,3.7198882
-34.499584,1.6282828,3.7414374
-34.534954,1.6358793,3.7626858
-34.567135,1.6465862,3.7866974
-34.60597,1.6507719,3.8053265
-34.639755,1.6598678,3.8282332
-34.67026,1.6720428,3.8538342
-34.70502,1.680125,3.8761353
-34.747295,1.6811774,3.8927498
-34.783783,1.6876996,3.9140563
-34.825336,1.6896043,3.931723
-34.85971,1.6981239,3.9549718
-34.90115,1.70028,3.9731822
-34.954388,1.6920278,3.9831586
-34.996487,1.6939006,4.001551
-35.045876,1.689506,4.0151143
-35.081917,1.6969011,4.0383134
-36.3328,0.70835114,3.293952
-36.249283,0.8255577,3.4079394
-36.25538,0.8659444,3.4612656
-36.27263,0.8965483,3.506918
-36.287365,0.9288604,3.553885
-36.303734,0.95945215,3.599513
-36.316162,0.9928725,3.6472902
-36.26673,1.0753968,3.7322607
-36.282143,1.1052306,3.77704
-36.302124,1.1311307,3.8188634
-36.323166,1.1559298,3.8598928
-36.320076,1.1991467,3.914579
-36.309147,1.2478192,3.9731312
-36.290268,1.301889,4.0354233
-36.329918,1.3110869,4.0649204
-36.332657,1.347904,4.1144886
-36.3541,1.3704069,4.1537256
-36.367058,1.3989487,4.1972957
-36.517647,1.3268077,4.1698713
-36.61367,1.2954917,4.172041
-36.70404,1.2689149,4.178117
-36.803047,1.2368038,4.180951
-36.95183,1.1702559,4.160878
-37.03348,1.1519649,4.1745667
-37.134495,1.1207025,4.1800375
-37.29748,1.0474384,4.1581416
-37.411068,1.0092907,4.160628
-37.535965,0.9642763,4.1593738
-37.656696,0.9229727,4.1613874
-37.795124,0.8707142,4.1571655
-37.934937,0.81856704,4.1539826
-38.040585,0.7898736,4.166616
-38.24405,0.6981163,4.140454
-38.425484,0.62224364,4.125641
-33.054455,1.3156579,2.918589
-33.062218,1.3695681,2.9798927
-33.097603,1.3790565,2.998116
-33.07605,1.4759126,3.1008644
-33.079136,1.5328965,3.164918
-33.07655,1.5969443,3.2356753
-33.165657,1.5241556,3.1749315
-33.21281,1.5144846,3.1751013
-33.2345,1.5417728,3.2107801
-33.260315,1.5626359,3.240357
-33.277992,1.5944788,3.2804337
-33.305405,1.6121948,3.3071017
-33.335835,1.6254756,3.3296337
-33.37081,1.632427,3.346271
-33.40329,1.6426632,3.3661165
-33.44095,1.6459687,3.3795457
-33.478073,1.6500163,3.3938026
-33.514153,1.6554382,3.409472
-33.55515,1.6546237,3.4194484
-33.594147,1.6564627,3.4320478
-33.63771,1.6527379,3.4396281
-33.678764,1.6522992,3.45042
-33.722427,1.648844,3.4585862
-33.768772,1.6423936,3.4641724
-33.812046,1.6398497,3.4735308
-33.8575,1.6349459,3.4809046
-33.904648,1.6283216,3.486896
-33.95082,1.6230977,3.494359
-34.00036,1.6143055,3.4987817
-34.046722,1.6093953,3.5069246
-34.105984,1.5904422,3.5026245
-34.15149,1.5871034,3.512609
-34.201576,1.5789993,3.5185242
-34.24551,1.5778086,3.530818
-34.311348,1.5535257,3.5227904
-34.358974,1.5490148,3.5325813
-34.407845,1.5434461,3.541645
-34.449726,1.5453267,3.557466
-34.380493,1.6605461,3.6726284
-34.41729,1.6666279,3.692078
-34.45279,1.6740217,3.7128053
-34.488182,1.6815152,3.7337503
-34.52163,1.6909068,3.7564616
-34.548775,1.7063646,3.7844973
-34.58438,1.7135372,3.8055282
-34.614883,1.7255671,3.8308287
-34.650246,1.7329311,3.852275
-34.687397,1.7386236,3.872446
-34.721912,1.7467864,3.8948412
-34.758873,1.7526953,3.9154816
-34.801567,1.7534401,3.9319696
-34.8501,1.7490642,3.9444027
-34.888218,1.7541866,3.9649034
-34.9368,1.7501276,3.978023
-34.9788,1.7520359,3.996253
-35.022106,1.7529278,4.013842
-35.062706,1.7562687,4.0336127
-36.307587,0.73565197,3.2291112
-36.239765,0.8397074,3.3341603
-36.25659,0.8713877,3.3809285
-36.262657,0.91159797,3.4344478
-36.28751,0.9358623,3.4753137
-36.31062,0.9612937,3.5171456
-36.294205,1.0183251,3.5836496
-36.26996,1.080801,3.654131
-36.27736,1.1172969,3.7042942
-36.297043,1.1436939,3.7466536
-36.321358,1.1662118,3.7860808
-36.320198,1.2081819,3.8402853
-36.293175,1.2694097,3.908842
-36.292168,1.3100297,3.9616852
-36.295704,1.3467185,4.0114846
-36.317795,1.3691185,4.050656
-36.338825,1.392097,4.0902996
-36.34102,1.4286897,4.139891
-36.362797,1.4505944,4.1787734
-36.46277,1.4158783,4.177091
-36.560917,1.383213,4.1775074
-36.662483,1.3488328,4.1773386
-36.780388,1.3036892,4.1702704
-36.89275,1.2633305,4.167316
-37.004837,1.2240019,4.1658115
-37.07743,1.2126229,4.1841965
-37.185642,1.1773472,4.1867814
-37.394257,1.0749645,4.1448565
-37.471004,1.0628269,4.164729
-37.63151,0.99537325,4.1484337
-37.75514,0.953526,4.15008
-37.840622,0.9375136,4.16938
-38.009346,0.8679056,4.1546755
-38.109756,0.84361506,4.170119
-38.290974,0.7682729,4.153942
-38.479454,0.6897211,4.13707
-38.59649,0.65756726,4.150338
-33.040062,1.3761108,2.9212193
-33.067066,1.3991666,2.9527311
-33.086155,1.4339325,2.9957752
-33.079628,1.5068779,3.0761786
-33.101185,1.5357695,3.1134143
-33.07703,1.6317439,3.216033
-33.108597,1.6438165,3.2368193
-33.209034,1.556361,3.1611395
-33.22796,1.587359,3.200634
-33.25141,1.6113203,3.2333403
-33.273113,1.6372294,3.2679596
-33.300003,1.6555059,3.2952676
-33.329437,1.6700118,3.3190203
-33.358173,1.6852164,3.3435187
-33.38572,1.7017503,3.369358
-33.418842,1.7107413,3.388082
-33.457233,1.7128673,3.4003906
-33.498573,1.7113214,3.4093566
-33.53694,1.7136774,3.422164
-33.577812,1.7130053,3.4322548
-33.617676,1.7137113,3.4437933
-33.658054,1.7139113,3.4550042
-33.70208,1.7098658,3.462401
-33.74775,1.7040939,3.4683623
-33.792454,1.6997142,3.4758034
-33.8351,1.6979594,3.485856
-33.877773,1.6963387,3.4961996
-33.919933,1.6954699,3.507403
-33.9709,1.6848814,3.5098515
-34.01761,1.6793852,3.5171814
-34.06664,1.6715937,3.522613
-34.127056,1.6517415,3.517294
-34.174725,1.6461449,3.525175
-34.23164,1.6309729,3.5246134
-34.285328,1.6196513,3.5277815
-34.334538,1.6133654,3.5357094
-34.386776,1.604228,3.5413032
-34.440342,1.5940697,3.5462236
-34.49644,1.5816987,3.5494246
-34.54793,1.5743272,3.5573068
-34.56388,1.6024129,3.5966468
-34.46982,1.7378404,3.7301464
-34.50008,1.7501721,3.7553434
-34.535717,1.7572384,3.7760544
-34.57125,1.7644081,3.7969875
-34.601044,1.7769897,3.8227272
-34.634434,1.7861145,3.84559
-34.670864,1.7923973,3.8661413
-34.707207,1.7987883,3.8869267
-34.74924,1.800036,3.9034896
-34.789967,1.8025854,3.9213352
-34.82869,1.8070064,3.9409275
-34.873917,1.8057637,3.9559407
-34.91651,1.8069832,3.9732127
-34.962406,1.805469,3.9884062
-35.01033,1.8023939,4.0025244
-35.04954,1.8069193,4.0231137
-35.10561,1.7973223,4.0323315
-36.27658,0.85786057,3.285699
-36.286057,0.895741,3.3378067
-36.301186,0.92849517,3.385727
-36.308228,0.96742535,3.4385705
-36.309135,1.0107889,3.4948668
-36.287697,1.071404,3.564702
-36.288662,1.1134217,3.6196203
-36.306038,1.1420207,3.6639214
-36.32799,1.1667454,3.7052097
-36.330967,1.2058477,3.7576575
-36.30099,1.2696373,3.8289866
-36.29763,1.312352,3.8838763
-36.30895,1.3434916,3.9298353
-36.33299,1.3648045,3.9683485
-36.342026,1.3970144,4.0150876
-36.34027,1.4367607,4.0673914
-36.352806,1.4656405,4.1115313
-36.35971,1.4982655,4.1584015
-36.414867,1.4960704,4.1798177
-36.5152,1.4620953,4.17852
-36.62957,1.4189992,4.1713047
-36.714848,1.3970554,4.179927
-36.855335,1.3375099,4.1624517
-36.9498,1.3106549,4.168893
-37.04535,1.283685,4.175855
-37.139668,1.2581718,4.184437
-37.292538,1.1941149,4.1671886
-37.443848,1.132319,4.1525326
-37.556736,1.0969915,4.1567717
-37.68576,1.0518992,4.1552353
-37.830315,0.9976766,4.148532
-37.910477,0.98587894,4.1706834
-38.06558,0.9267349,4.1625466
-38.244545,0.85365915,4.1465297
-38.397873,0.7980268,4.142928
-38.538948,0.7511196,4.1459255
-38.736317,0.6704283,4.1287937
-33.027023,1.4253953,2.9253588
-33.064655,1.4315443,2.9402084
-33.08161,1.4693892,2.9865632
-33.085213,1.5265388,3.0519848
-33.084026,1.589397,3.1229453
-33.063545,1.6790998,3.2202091
-33.100254,1.6834295,3.2333937
-33.203793,1.5919671,3.1528258
-33.22852,1.6145368,3.1842895
-33.25153,1.6390533,3.217698
-33.27277,1.6655064,3.2530231
-33.2964,1.6881707,3.2846932
-33.320618,1.7096019,3.3152075
-33.35165,1.7215865,3.3366346
-33.38106,1.7355356,3.3600426
-33.415123,1.7432523,3.3775344
-33.45104,1.7485447,3.3928046
-33.489357,1.7507987,3.4052896
-33.52615,1.7550421,3.419806
-33.56592,1.755641,3.4309802
-33.607735,1.753866,3.4400444
-33.65062,1.7509773,3.448213
-33.692513,1.7494648,3.4578485
-33.73076,1.752418,3.471847
-33.775867,1.7474501,3.4785461
-33.822666,1.7407799,3.4838328
-33.868492,1.7354963,3.4906077
-33.913322,1.7315912,3.4988513
-33.962067,1.7235451,3.5034351
-34.013714,1.7126119,3.5055552
-34.061623,1.7061255,3.512001
-34.110767,1.6985855,3.517682
-34.16515,1.6857548,3.5187268
-34.219162,1.6737239,3.5207467
-34.27163,1.6636982,3.524836
-34.319595,1.6586754,3.5336947
-34.37234,1.6490095,3.5385633
-34.431744,1.6329396,3.5379028
-34.48722,1.6212747,3.5414758
-34.55069,1.602061,3.538557
