,Unnamed: 0,x,y,z
388,29930,-0.3437431,4.115986,1.8436617
389,29931,-0.31925434,4.1280565,1.848092
390,29932,-0.29391903,4.1299376,1.848092
391,29933,-0.26845455,4.1298366,1.8472865
392,29934,-0.24316277,4.13232,1.8476892
393,29935,-0.21794629,4.136476,1.8488975
394,29936,-0.19256125,4.1377354,1.8488975
395,29937,-0.16731547,4.1424975,1.8505083
396,29938,-0.14189443,4.143446,1.8505083
397,29939,-0.11644266,4.143324,1.8501056
398,29940,-0.091274746,4.1558566,1.8553413
399,29941,-0.06590072,4.164575,1.8589661
400,29942,-0.040354688,4.1658163,1.8593688
401,29943,-0.014798839,4.167816,1.8601743
402,29944,0.010814818,4.181558,1.8662155
403,29945,0.03647217,4.181413,1.8662155
404,29946,0.062114246,4.1801953,1.8658128
405,29947,0.08784037,4.183396,1.8674238
406,29948,0.113809206,4.193758,1.8722568
407,29949,0.13969323,4.1975546,1.8742704
408,29950,0.16548268,4.197533,1.8746731
409,29951,0.19148698,4.201925,1.8770896
410,29952,0.21774176,4.209811,1.8811171
411,29953,0.24367496,4.2102237,1.8819226
412,29954,0.2701506,4.218697,1.8863529
413,29955,0.29635295,4.221525,1.8883666
414,29956,0.32232016,4.22054,1.8887693
415,29957,0.34828645,4.2193947,1.8891721
416,29958,0.37498158,4.2262955,1.8931996
417,29959,0.40212163,4.2366714,1.898838
418,29960,0.429865,4.2514267,1.9064902
419,29961,0.4570208,4.2587194,1.9109204
420,29962,0.4844893,4.2676578,1.916156
421,29963,0.51110256,4.26824,1.917767
422,29964,0.5441643,4.319509,1.9419318
423,29965,0.58497006,4.4240665,1.9898587
424,29967,0.65012187,4.4917393,2.0232868
425,29972,0.80398846,4.562525,2.0647695
426,29973,0.8402008,4.6025248,2.084907
427,29974,0.87250954,4.618867,2.0945728
428,29975,0.90628016,4.6412735,2.107058
429,29976,0.9416267,4.6697187,2.1223624
430,30902,-2.5626433,4.6439714,2.2835987
431,30903,-2.5085902,4.6127305,2.2608895
432,30904,-2.4693682,4.607763,2.2511013
433,30905,-2.419985,4.5829625,2.2319162
434,30906,-2.375249,4.565893,2.2166462
435,30907,-2.340051,4.566462,2.2099903
436,30908,-2.2904165,4.538024,2.1896305
437,30909,-2.2510548,4.5289235,2.1786675
438,30910,-2.216748,4.5294285,2.1724029
439,30911,-2.1749268,4.513935,2.1586993
440,30912,-2.1361415,4.5039196,2.1477363
441,30913,-2.0998983,4.4986005,2.1391225
442,30914,-2.0649538,4.4955153,2.1316833
443,30915,-2.0335393,4.499717,2.127768
444,30916,-2.0070133,4.514632,2.1289425
445,30917,-1.9988239,4.571541,2.149694
446,30918,-1.9416413,4.5160995,2.1183712
447,30919,-1.8859324,4.4618263,2.0878315
448,30920,-1.8691181,4.4988036,2.0995774
449,30934,-1.3358629,4.201539,1.9026358
450,30935,-1.2840565,4.126198,1.86544
451,30937,-1.2304332,4.1319447,1.8611331
452,30938,-1.2006798,4.1243987,1.854477
453,30939,-1.1713175,4.117529,1.8482125
454,30940,-1.1450442,4.1210923,1.8466464
455,30941,-1.1163597,4.1156087,1.841165
456,30942,-1.0873142,4.1081495,1.8349004
457,30943,-1.058863,4.1022716,1.8294189
458,30944,-1.0316489,4.100661,1.8258951
459,30945,-1.0051525,4.101552,1.8235458
460,30946,-0.9782563,4.1004825,1.8204136
461,30947,-0.95036954,4.094756,1.8153236
462,30948,-0.92400974,4.095125,1.8129745
463,30949,-0.8982732,4.0980215,1.8117999
464,30950,-0.8719606,4.0980563,1.8094506
465,30951,-0.84624016,4.100626,1.808276
466,30952,-0.81997883,4.100328,1.8059268
467,30953,-0.7927019,4.094442,1.8012284
468,30954,-0.76620674,4.091994,1.7980962
469,30955,-0.7400997,4.0911856,1.7957469
470,30956,-0.7146657,4.093837,1.7949638
471,30957,-0.689227,4.09633,1.7941808
472,30958,-0.66452163,4.103207,1.7953554
473,30959,-0.6393323,4.1072073,1.7953554
474,30960,-0.61343765,4.1065025,1.7933977
475,30961,-0.58770645,4.106546,1.7918316
476,30962,-0.56274825,4.111898,1.7926147
477,30963,-0.5369101,4.1107116,1.7906569
478,30964,-0.5107662,4.106624,1.7875247
479,30965,-0.48610017,4.1142497,1.7894824
480,30966,-0.4617704,4.1253843,1.7930062
481,30967,-0.43654585,4.129055,1.7933977
482,30968,-0.41037935,4.1234155,1.789874
483,30969,-0.38455597,4.120359,1.7875247
484,30970,-0.35942706,4.1244745,1.7883078
485,30971,-0.33403844,4.125685,1.7879162
486,30972,-0.30899313,4.131327,1.7894824
487,30973,-0.28363797,4.1331453,1.7894824
488,30974,-0.2581568,4.1329713,1.7886993
489,30975,-0.23274046,4.1335588,1.7883078
490,30976,-0.20779058,4.14318,1.7918316
491,30977,-0.18248686,4.147135,1.7930062
492,30978,-0.15696687,4.1463375,1.7922231
493,30979,-0.1316698,4.151821,1.7941808
494,30980,-0.10612075,4.1497912,1.7930062
495,30981,-0.080856115,4.1604843,1.7973131
496,30982,-0.055414096,4.1673427,1.8000538
497,30983,-0.0298565,4.169444,1.8008369
498,30984,-0.004273953,4.1704693,1.8012284
499,30985,0.021372864,4.182379,1.8063184
500,30986,0.047085293,4.1867695,1.808276
501,30987,0.07282102,4.189162,1.8094506
502,30988,0.098673224,4.1950755,1.8121914
503,30989,0.124546774,4.19899,1.814149
504,30990,0.15034157,4.199066,1.8145406
505,30991,0.17583586,4.1916294,1.8117999
506,30992,0.20199098,4.1996627,1.8157152
507,30993,0.22825128,4.2075324,1.8196305
508,30994,0.2547813,4.2179933,1.8247205
509,30995,0.28102252,4.2218595,1.8270696
510,30996,0.30698854,4.2209735,1.8274612
511,30997,0.33288217,4.2190104,1.8274612
512,30998,0.3592295,4.2223897,1.8298104
513,30999,0.38629746,4.2329354,1.8352919
514,31000,0.4134194,4.2423916,1.8403819
515,31001,0.44067186,4.2516737,1.8454717
516,31002,0.4678534,4.258951,1.8497787
517,31003,0.49492916,4.264227,1.8533025
518,31004,0.52019346,4.253803,1.8501701
519,31006,0.63463724,4.7103744,2.0490696
520,31007,0.66801447,4.738283,2.0627732
521,31008,0.6965403,4.7304535,2.061207
522,31012,0.7771461,4.5069914,1.9727204
523,31013,0.81464636,4.5573955,1.996604
524,31014,0.8559709,4.6246986,2.0279267
525,31015,0.8879592,4.638339,2.036149
526,31016,0.91943383,4.64815,2.042805
527,31017,0.95731235,4.688403,2.0627732
528,31939,-2.694866,4.646735,2.2302692
529,31940,-2.651588,4.6374927,2.2181265
530,31941,-2.6039762,4.619838,2.2021894
531,31942,-2.553532,4.5961165,2.1835961
532,31943,-2.4985824,4.5630283,2.1608288
533,31944,-2.4573367,4.553857,2.149445
534,31945,-2.420213,4.5517015,2.1414764
535,31946,-2.377619,4.5386124,2.1285748
536,31947,-2.3425014,4.5391445,2.1221242
537,31948,-2.3024282,4.529524,2.11112
538,31949,-2.2609024,4.5162754,2.098598
539,31950,-2.2204459,4.504348,2.086835
540,31951,-2.1858866,4.503743,2.080384
541,31952,-2.1514187,4.5028844,2.0739334
542,31953,-2.113494,4.4942403,2.0640674
543,31954,-2.0792603,4.492855,2.0576167
544,31955,-2.0478122,4.497112,2.053822
545,31956,-2.0311697,4.5340695,2.0648263
546,31957,-2.0081697,4.55745,2.0697594
547,31958,-1.965794,4.536589,2.0549605
548,31959,-1.9241135,4.5162325,2.0405412
549,31974,-1.3219291,4.1182585,1.8011043
550,31975,-1.2983043,4.131586,1.8033811
551,31976,-1.2688372,4.1262136,1.7976892
552,31977,-1.2418913,4.128607,1.7954124
553,31978,-1.2131304,4.1246133,1.7904795
554,31979,-1.1844653,4.120423,1.7855465
555,31980,-1.1558975,4.1160364,1.7806137
556,31981,-1.1269373,4.109671,1.7749218
557,31982,-1.0973785,4.100425,1.7680916
558,31983,-1.0696179,4.0972366,1.7639176
559,31984,-1.0437703,4.101033,1.7627792
560,31985,-1.0174694,4.1028714,1.7608819
561,31986,-0.99009496,4.1000457,1.7570873
562,31987,-0.96513146,4.106944,1.7574668
563,31988,-0.9386715,4.1073785,1.7551901
564,31989,-0.9096235,4.0959034,1.7479805
565,31990,-0.8823193,4.091461,1.7438064
566,31991,-0.85529417,4.0877438,1.7400118
567,31992,-0.82871765,4.0856624,1.7369763
568,31993,-0.80309516,4.0879474,1.7358378
569,31994,-0.77747583,4.0900717,1.7346995
570,31995,-0.75118834,4.0883965,1.7320433
571,31996,-0.72446316,4.0838203,1.7282487
572,31997,-0.69907784,4.086365,1.7274898
573,31998,-0.67383987,4.089665,1.7271104
574,31999,-0.6487335,4.093723,1.7271104
575,32000,-0.62346256,4.0967116,1.726731
576,32001,-0.59831387,4.10046,1.726731
577,32002,-0.57275605,4.1013055,1.7255925
578,32003,-0.5467174,4.098324,1.7229363
579,32004,-0.52108973,4.0979304,1.7214185
580,32005,-0.49548757,4.097377,1.7199007
581,32006,-0.47086895,4.1049356,1.721798
582,32007,-0.44637766,4.1141853,1.7244542
583,32008,-0.42045963,4.110405,1.721798
584,32009,-0.39487308,4.109224,1.7202802
585,32010,-0.37007076,4.116176,1.7221774
586,32011,-0.34441686,4.11376,1.7202802
587,32012,-0.3194586,4.1194854,1.721798
588,32013,-0.29450986,4.125982,1.7236953
589,32014,-0.26869875,4.120326,1.7206596
590,32015,-0.24352278,4.123744,1.7214185
591,32016,-0.21856391,4.1316276,1.7240747
592,32017,-0.19364984,4.1421328,1.7278693
593,32018,-0.16830745,4.1450915,1.7286282
594,32019,-0.14296882,4.1488204,1.7297665
595,32020,-0.11745523,4.14777,1.7290076
596,32021,-0.091938496,4.1456375,1.7278693
597,32022,-0.06681468,4.164625,1.7354584
598,32023,-0.041320227,4.1705074,1.7377352
599,32024,-0.015729696,4.1706824,1.7377352
600,32025,0.009853767,4.165149,1.7354584
601,32026,0.03545218,4.170562,1.7377352
602,32027,0.061079487,4.173041,1.7388735
603,32028,0.08666533,4.171663,1.738494
604,32029,0.112452395,4.1784515,1.7415297
605,32030,0.13823706,4.1823063,1.7434269
